"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Malaysia","MYS","GNI (current US$)","NY.GNP.MKTP.CD","1834574676.59741","1840128054.35777","1955115640.92513","2454266300.79707","2600287468.96642","2866849601.46348","3052397752.51535","3151378544.36169","3290866326.93062","3573435254.1487","3803737096.56344","4125413622.51417","4909206979.71344","7393279580.89469","9081882763.49134","8996502331.77881","10618508026.44","12620972656.7261","15624352331.6062","20267775543.7763","23606964031.4208","24131765114.3614","25567354628.7574","28446560117.1757","31653012459.4641","28981876761.9815","25884403811.885","30204794411.8114","33330533068.581","36669373892.4985","42152020407.4088","46670061099.7963","56023874033.0624","63683617575.0748","70892013412.5895","84567384370.0159","96164639478.4959","94647952303.2153","68264115368.936","73652105263.1579","86182105263.1579","86041052631.5789","94250526315.7895","104271578947.368","118327894736.842","137211850756.516","157976664304.018","189479578775.89","223908807482.463","198224712725.209","246904163174.071","290893137254.902","302839290339.29","312494525373.703","326871887317.058","293132573294.072","292916457102.91","310122676960.283","347542549874.848","354960894387.447","330425187040.947",
"North America","NAC","GNI (current US$)","NY.GNP.MKTP.CD","590838255796.808","612897370764.332","658745727363.498","695402786059.53","746874054317.085","809915544640.939","886798048277.75","937620519036.26","1025748845989.85","1109443723366.63","1161735720460.47","1261596639099.69","1393045071297.13","1562429531091.2","1712575294749.71","1857109680562.67","2074029306766.67","2291484027843.14","2564871092725.77","2852656351056.5","3115699553001.85","3500292767660.66","3676719576216.52","3947617365848.62","4379747286666.95","4666961174447.04","4884767886727.2","5250789487397.66","5751314834644.37","6148583992450.04","6479544938307.68","6691692120285.78","7011392610259","7296099044702.49","7732559432623.64","8163088216320.7","8659074684451.94","9227701141761.17","9752093677191.78","10348996565990.5","11113413356906.2","11466530439872.8","11800578672975","12408599065405.5","13324223071271.5","14322238320979.5","15376800895500.4","15997180037561.7","16221654008490.9","15758299885624.7","16719932575651.2","17601703042319.6","18471705486603.5","18997760427757.1","19838188989702.3","20235571277013.9","20585736719731.5","21602448851163.2","22654812745552.3","23416851102234.3","",
"Namibia","NAM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2084345659.98973","2134976754.78578","1971523024.49807","2212958890.58433","1838557988.20579","1333549513.16911","1570802188.18381","2203873428.29077","2244843589.17968","2417322301.44508","2841879990.72392","3109435664.36099","3465157152.87518","3274478593.50614","3687902050.2422","4099352843.86976","4017445537.64566","4169054969.61806","3914077148.49049","3801604419.34692","3941875731.28909","3545657006.45821","3395036430.21811","5160233320.55468","6690272009.53605","7128945759.04408","7932053612.33025","8567551457.24654","8357805506.74407","8658649692.58929","10835913878.0132","12010789205.4795","12519782799.1896","12011968775.6057","12363521832.5066","11317069084.0549","10511238015.5682","12661495878.7851","13267231049.3789","12258017027.1679","10518846493.4957",
"New Caledonia","NCL","GNI (current US$)","NY.GNP.MKTP.CD","103537004.034913","117506798.504099","100863344.750873","112850230.767875","164206526.15411","159594493.548808","164206537.561675","180036768.87301","215507164.034258","263108834.536684","358815681.903215","413634335.270097","505892512.861927","542294864.81243","637400199.110489","816647865.83143","798310509.647434","837616756.533737","846007597.720396","1047225130.24333","1182457142.60648","972563810.230325","904619629.797268","823832940.450511","796018978.4713","854823821.723177","1201262517.87644","1488113532.28584","2072735787.31779","2185072798.33184","2529310103.83608","2653781596.46008","2923764926.39718","3070161471.04451","3038727617.03901","3628440274.67","3606968433.92682","3291489840.57141","3158806480.26107","3056999988.09146","2682347064.3642","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI (current US$)","NY.GNP.MKTP.CD","450750752.236363","487417354.881613","533373629.822635","583845617.681102","580367055.167753","671343376.687183","700663887.830595","659489477.071019","640214211.072903","623467923.60073","648416708.785104","692268616.865772","741694033.907397","946742673.938441","1020046516.74853","1039256097.50976","1060730156.24575","1290953250.51276","1744549915.60159","2051935317.80506","2475600873.91305","2101504433.97251","1945902831.44298","1762371706.73847","1406830498.30796","1398278918.80702","1886598039.47897","2171449261.08833","2234695494.88632","2197434980.21838","3536335227.74751","3309124415.95721","3411197113.01975","3075789892.80364","1947256690.55035","2321200346.43004","2458045760.31703","2343959387.28328","2741213607.95916","2639592205.3808","2336466339.861","2562005989.36889","2922900597.68215","3555180479.51241","3991628414.60316","4657521343.99376","5051726445.64125","6067305139.39992","7693546934.52915","7756099637.37531","8283686239.51408","9327273319.64488","9746583206.78836","10626393682.6432","11351530351.45","10161941991.3375","10734605106.6679","11600277119.3375","13405989147.2896","13479237976.2455","13156292048.4515",
"Nigeria","NGA","GNI (current US$)","NY.GNP.MKTP.CD","4173704185.91628","4446060618.78762","4874318493.63013","5104474450.51099","5445079518.40963","5654066918.66163","6116477670.44659","5113537729.24541","5042139157.21686","6422091558.16884","12081058378.8324","8516814159.29204","11325027808.6763","14091212871.2871","23982256020.2788","27138861985.4722","35472588832.4873","35665236051.5021","36380141843.9716","46958810572.6872","61078927458.493","162909448003.974","141697907374.678","96418336867.1474","72700132671.2991","72722578125.2827","53381786191.1101","50281208776.6502","49138056722.6341","41917040743.4651","51148259884.4866","46662252243.403","44845451752.9515","25405868779.2495","31479810394.0321","41841871712.6208","48844965092.5","52221675469.5588","51777584259.0909","57896917103.5575","63300677661.0588","69935153290.4857","89288351910.2126","97252235901.8251","126528078859.641","162766907206.513","231461223634.822","263777314184.063","321880885382.889","277317351852.262","342044487937.605","382505530443.445","433602575171.353","483482844447.012","528433752407.482","473995544973.347","395951113112.974","364253893587.84","378866757024","433449464744","416521073586.096",
"Nicaragua","NIC","GNI (current US$)","NY.GNP.MKTP.CD","218139677.952381","234021347.095238","257843911.142857","285403285.857143","331647060.809524","545115729","575244301.642857","620028578.785714","647328549.214286","697971449.357143","715157107.571429","763715697.142857","809414317.571429","996428579.071429","1395187186.35714","1471858524.85714","1703585652.42857","2096999915.57143","1947842878.92857","1389968426.57895","2061452630.31579","2269890114.7","2305860830.3913","2567008386.04167","2924068816.75862","2515016295.18605","2820223190.92715","3830433728.01357","2263859575.63319","800872559.378374","987778064.516129","1158737525.7732","1297400000","1324754248.36601","3388877083.33333","3769952071.71315","3984051902.78601","4125265587.79014","4449967227.67693","4658917874.68247","4905529007.0922","5082846568.6785","5018313017.54386","5124254283.63348","5603468204.64532","6171335217.79924","6547770219.93051","7227867576.85812","8277798229.39412","8048780215.71327","8514438524.75136","9505652429.99037","10116249812.7126","10448779994.4451","11432534070.7811","12267705835.7914","12651884568.1493","13074208919.3945","12373008047.5197","12144818040.3381","12257976087.4165",
"Netherlands","NLD","GNI (current US$)","NY.GNP.MKTP.CD","12340496161.8354","13490675737.6313","14760309969.8141","15931171969.6561","18753943053.3894","21451053982.6343","23337755345.539","25620952390.5117","28376676299.5163","34824886309.8","38928522554.3313","45203860275.6892","55602897555.6166","73697211887.1197","86959807361.2591","101113668525.619","110890532588.765","129379397503.816","157600850478.713","182056692299.242","196879814896.919","164299473637.729","158621063794.669","154386599490.387","145276041208.791","143326266587.049","200364361395.935","247298053742.385","263301806221.429","260276123869.895","316109690185.163","326604119519.095","360533250626.566","353718374466.065","381861375469.185","459224540214.109","458048366013.072","420930652812.288","436715174405.688","453008736415.939","423909157914.133","429185682326.622","470351025785.808","584950338600.451","660890240874.1","675619947767.691","739028980052.691","847092800437.996","921309506371.759","859569324812.448","849039515211.05","916734807581.321","853334781108.78","888800158232.349","888776279600.186","765851646106.888","771941242573.397","838081092326.992","924008018415.562","910599597341.175","",
"Norway","NOR","GNI (current US$)","NY.GNP.MKTP.CD","5084204568.38826","5547154346.08214","5972829731.11026","6402078125.85628","7037565272.15812","7923305118.21262","8548028760.01818","9350560019.97883","9993457688.59812","10908141153.0259","12705257528.4548","14487652461.061","17216432561.2459","22349024593.2915","26858788021.012","32519475214.7544","35367894804.3618","40553304217.1504","45126757339.3358","51304674078.316","62526320051.8303","61708162731.9453","60686705918.81","59858834493.7229","60446364026.2207","64293490904.0153","77475083505.7541","92914730983.3024","99454657050.7902","99913244985.1546","116416281930.444","118015857100.989","128092686459.088","117849621516.471","125010060077.08","150184051016.542","161663617476.511","159654762914.581","152405932326.941","160884193250.59","168899543275.239","174052403883.582","196057516470.853","230161294878.676","265019285544.742","312276755917.734","345844417070.775","399726018049.371","460207269503.546","388393047405.499","433407803667.448","503062006966.598","513830167597.765","528332085106.383","514173340386.141","401834328820.915","384963571428.571","413028249042.917","453416661543.191","417278863636.364","378193822462.165",
"Nepal","NPL","GNI (current US$)","NY.GNP.MKTP.CD","508334413.965087","531959561.62226","574091101.194382","496947904.443033","496098775.308642","735267082.294264","906811943.824649","841974025.462659","772228643.405428","788641965.432099","865975308.641975","882765471.604938","1024098804.93827","972101724.995368","1217953546.97604","1575789254.46938","1458105079.84765","1388295944","1611275923.74294","1859541675","1958433283.33333","2285666641.66667","2407798149.39357","2460439926.06285","2622156916.96756","2620073953.26603","2850774342.73465","2956311182.3187","3483739174.7903","3531839445.71909","3640237859.71854","3934070319.92398","3414418708.24053","3667791666.66667","4078795918.36735","4406568273.09237","4529380381.47139","4926391916.53516","4863055044.39064","5045642384.10596","5514252207.90502","6030204081.63265","6042907941.52509","6321779211.32572","7251117010.68021","8152824772.64294","9112239663.62805","10431055151.6226","12667669492.112","13007811026.4899","16124973167.3285","21726165703.5476","21854815283.9056","22310906824.8434","23065081227.2967","24704978151.9018","24843832218.8529","29263410536.9409","33328197839.2148","34539791622.4311","34053537648.91",
"Nauru","NRU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57345283.1850612","80823720.7926649","117537533.512064","122667692.623371","127288717.525016","118479074.798236","136118794.584365","153405234.180557","166343694.287265","174152481.762266","",
"New Zealand","NZL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","6412636353.45503","7813120600.11541","9409200291.68692","12604047585.919","13749156094.8704","12574716512.3108","13177423031.9564","14991687567.8878","17921900083.612","20201677852.349","22650331982.2428","23760115727.25","23416367079.3882","23300593454.2587","20492766255.3147","23207174424.5524","29035704478.2425","38181866914.268","43148725281.8035","41940281706.8119","43598530448.8137","39869593180.2836","38955267971.0761","43406882915.7679","51562184504.5485","59902357863.9745","64917681420.8409","62114869822.8582","53652208537.2914","55246277440.4484","49633497123.7869","51147130420.2243","63271338656.4148","84057378160.4984","98052032268.9076","107308148278.533","104049328837.3","127403529065.922","123471466226.19","116398496470.735","139234529484.61","160662996074.097","168872425032.442","183381859703.57","193204670519.592","172157195209.121","182860860757.731","199194086293.365","204641221004.319","203900850487.803","",
